Assigned To UserID,Next Action UserID,Ticket Number,Note Created By UserID,Entered On,Ticket Labor Hours,Ticket Type,Escalated On,Closed On,Required On,Severity
,cminaya,80480,frodriguez,2024-01-25T09:07:02.1300000,0.010416666666666666,IT Services - Laptop,,2024-01-29T08:59:36.0000000,,Non-Critical (Standard)
,cminaya,80483,cminaya,2024-01-25T10:17:19.0270000,0.09375,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:04.6930000,,Non-Critical (Standard)
,cminaya,80483,EscalationRule,2024-01-25T10:17:19.0270000,0.09375,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:04.6930000,,Non-Critical (Standard)
,cminaya,80484,cminaya,2024-01-25T10:20:32.2230000,0.083333333333333329,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:04.8970000,,Non-Critical (Standard)
,cminaya,80484,EscalationRule,2024-01-25T10:20:32.2230000,0.083333333333333329,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:04.8970000,,Non-Critical (Standard)
,cminaya,80485,cminaya,2024-01-25T10:27:15.5670000,0.0625,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:05.0700000,,Non-Critical (Standard)
,cminaya,80485,EscalationRule,2024-01-25T10:27:15.5670000,0.0625,IT Services - Laptop,2024-01-29T09:30:04.5530000,2024-01-29T09:30:05.0700000,,Non-Critical (Standard)
,cminaya,80486,cminaya,2024-01-25T10:33:00.8330000,0.010416666666666666,IT Services - Laptop,,2024-01-26T16:40:30.0000000,,Non-Critical (Standard)
,cminaya,80525,cminaya,2024-01-29T00:06:07.8300000,0.52083333333333326,Administration,2024-02-09T22:00:04.0900000,2024-02-13T09:15:22.0000000,,
,cminaya,80525,EscalationRule,2024-01-29T00:06:07.8300000,0.52083333333333326,Administration,2024-02-09T22:00:04.0900000,2024-02-13T09:15:22.0000000,,
,cminaya,80618,EscalationRule,2024-02-05T00:06:07.1830000,0,Administration,2024-02-09T22:00:04.0900000,2024-02-13T11:31:07.0000000,,
,cminaya,80722,cminaya,2024-02-12T00:06:07.7000000,0.55208333333333337,Administration,,2024-02-19T09:18:15.0000000,,
,cminaya,80749,cminaya,2024-02-13T09:26:34.1830000,0.13541666666666666,IT Services - Laptop,,2024-02-16T11:15:21.0000000,,Non-Critical (Standard)
,cminaya,80813,cminaya,2024-02-16T12:07:24.3670000,0.041666666666666664,IT Services - Desktop,,2024-02-19T11:12:04.0000000,,Critical
,cminaya,80815,cminaya,2024-02-16T12:26:24.5100000,0.072916666666666657,IT Services - Laptop,,2024-02-21T10:28:03.0000000,,Non-Critical (Standard)
,cminaya,80824,cminaya,2024-02-16T16:39:56.5200000,0.072916666666666657,IT Services - Hardware,,2024-02-19T11:17:12.0000000,,Critical
,cminaya,80843,cminaya,2024-02-19T00:06:07.1930000,0.78124999999999989,Administration,,2024-02-26T09:00:21.0000000,,
,cminaya,80852,cminaya,2024-02-19T08:51:19.0530000,0.36458333333333337,IT Services - Telecom,,2024-03-06T09:14:42.0000000,,Non-Critical (Standard)
,cminaya,80852,jjuscamaita,2024-02-19T08:51:19.0530000,0.36458333333333337,IT Services - Telecom,,2024-03-06T09:14:42.0000000,,Non-Critical (Standard)
,cminaya,80861,cminaya,2024-02-19T12:24:33.1630000,0.14583333333333331,IT Services - Laptop,,2024-02-23T09:01:53.0000000,,Critical
,cminaya,80917,cminaya,2024-02-22T12:29:42.7200000,0.041666666666666664,IT Services - Laptop,2024-03-06T10:30:04.4200000,2024-03-11T14:46:30.0000000,,Non-Critical (Standard)
,cminaya,80917,dwest,2024-02-22T12:29:42.7200000,0.041666666666666664,IT Services - Laptop,2024-03-06T10:30:04.4200000,2024-03-11T14:46:30.0000000,,Non-Critical (Standard)
,cminaya,80917,gbowens,2024-02-22T12:29:42.7200000,0.041666666666666664,IT Services - Laptop,2024-03-06T10:30:04.4200000,2024-03-11T14:46:30.0000000,,Non-Critical (Standard)
,cminaya,80933,cminaya,2024-02-23T09:29:41.0470000,0.125,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.0330000,,Non-Critical (Standard)
,cminaya,80933,EscalationRule,2024-02-23T09:29:41.0470000,0.125,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.0330000,,Non-Critical (Standard)
,cminaya,80933,jzuniga,2024-02-23T09:29:41.0470000,0.125,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.0330000,,Non-Critical (Standard)
,cminaya,80934,cminaya,2024-02-23T09:33:43.3230000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.3000000,,Non-Critical (Standard)
,cminaya,80934,EscalationRule,2024-02-23T09:33:43.3230000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.3000000,,Non-Critical (Standard)
,cminaya,80934,jzuniga,2024-02-23T09:33:43.3230000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.3000000,,Non-Critical (Standard)
,cminaya,80935,EscalationRule,2024-02-23T09:33:44.3230000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.5800000,,Non-Critical (Standard)
,cminaya,80935,jzuniga,2024-02-23T09:33:44.3230000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.5800000,,Non-Critical (Standard)
,cminaya,80936,EscalationRule,2024-02-23T09:33:45.0570000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T16:00:06.1200000,2024-03-08T16:00:06.3230000,,Non-Critical (Standard)
,cminaya,80936,jzuniga,2024-02-23T09:33:45.0570000,0.020833333333333332,IT Services - DHR Hardware Maintenance,2024-03-08T16:00:06.1200000,2024-03-08T16:00:06.3230000,,Non-Critical (Standard)
,cminaya,80937,EscalationRule,2024-02-23T09:33:45.8530000,0.03125,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.9570000,,Non-Critical (Standard)
,cminaya,80937,jzuniga,2024-02-23T09:33:45.8530000,0.03125,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:05.9570000,,Non-Critical (Standard)
,cminaya,80938,cminaya,2024-02-23T09:35:43.6300000,0.20833333333333334,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:06.3770000,,Non-Critical (Standard)
,cminaya,80938,EscalationRule,2024-02-23T09:35:43.6300000,0.20833333333333334,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:06.3770000,,Non-Critical (Standard)
,cminaya,80938,jzuniga,2024-02-23T09:35:43.6300000,0.20833333333333334,IT Services - DHR Hardware Maintenance,2024-03-08T11:15:04.8470000,2024-03-08T11:15:06.3770000,,Non-Critical (Standard)
,cminaya,80968,cminaya,2024-02-26T00:06:06.9100000,0.73958333333333326,Administration,,2024-03-04T09:58:18.0000000,,
,cminaya,80975,cminaya,2024-02-26T08:46:57.4130000,0.10416666666666667,IT Services - Laptop,,2024-02-28T23:12:32.0000000,,Non-Critical (Standard)
,cminaya,80975,frodriguez,2024-02-26T08:46:57.4130000,0.10416666666666667,IT Services - Laptop,,2024-02-28T23:12:32.0000000,,Non-Critical (Standard)
,cminaya,81024,cminaya,2024-02-28T08:25:53.9330000,0.0625,IT Services - Desktop,2024-03-01T10:00:04.1930000,2024-03-01T10:00:04.3670000,2024-02-28T00:00:00.0000000,Critical
,cminaya,81024,EscalationRule,2024-02-28T08:25:53.9330000,0.0625,IT Services - Desktop,2024-03-01T10:00:04.1930000,2024-03-01T10:00:04.3670000,2024-02-28T00:00:00.0000000,Critical
,cminaya,81024,jzuniga,2024-02-28T08:25:53.9330000,0.0625,IT Services - Desktop,2024-03-01T10:00:04.1930000,2024-03-01T10:00:04.3670000,2024-02-28T00:00:00.0000000,Critical
,cminaya,81034,cminaya,2024-02-28T14:32:45.3230000,0.17708333333333331,IT Services - Cloud,,2024-03-08T15:08:20.0000000,,Non-Critical (Standard)
,cminaya,81034,frodriguez,2024-02-28T14:32:45.3230000,0.17708333333333331,IT Services - Cloud,,2024-03-08T15:08:20.0000000,,Non-Critical (Standard)
,cminaya,81048,cminaya,2024-02-29T10:24:31.8400000,0.125,IT Services - Laptop,,2024-03-07T10:21:21.0000000,,Non-Critical (Standard)
,cminaya,81058,cminaya,2024-03-01T08:54:11.8230000,0.072916666666666671,IT Services - Laptop,,2024-03-07T11:11:10.0000000,,Non-Critical (Standard)
,cminaya,81083,cminaya,2024-03-04T00:06:07.0900000,0.44791666666666663,Administration,,2024-03-11T14:57:13.0000000,,
,cminaya,81134,cminaya,2024-03-06T09:21:45.7970000,0.052083333333333329,IT Services - Hardware,,2024-03-15T11:41:29.0000000,,Non-Critical (Standard)
,cminaya,81134,frodriguez,2024-03-06T09:21:45.7970000,0.052083333333333329,IT Services - Hardware,,2024-03-15T11:41:29.0000000,,Non-Critical (Standard)
,cminaya,81141,cminaya,2024-03-06T11:54:10.6500000,0.14583333333333334,IT Services - Telecom,,2024-03-15T11:44:13.0000000,,Non-Critical (Standard)
,cminaya,81141,jjuscamaita,2024-03-06T11:54:10.6500000,0.14583333333333334,IT Services - Telecom,,2024-03-15T11:44:13.0000000,,Non-Critical (Standard)
,cminaya,81152,cminaya,2024-03-07T09:18:50.6430000,0.22916666666666669,IT Services - Laptop,,2024-03-13T09:34:32.0000000,,Non-Critical (Standard)
,cminaya,81152,dwest,2024-03-07T09:18:50.6430000,0.22916666666666669,IT Services - Laptop,,2024-03-13T09:34:32.0000000,,Non-Critical (Standard)
,cminaya,81152,jjuscamaita,2024-03-07T09:18:50.6430000,0.22916666666666669,IT Services - Laptop,,2024-03-13T09:34:32.0000000,,Non-Critical (Standard)
,cminaya,81152,jzuniga,2024-03-07T09:18:50.6430000,0.22916666666666669,IT Services - Laptop,,2024-03-13T09:34:32.0000000,,Non-Critical (Standard)
,cminaya,81170,cminaya,2024-03-08T12:56:46.8400000,0.22916666666666666,IT Services - Laptop,,2024-03-15T11:43:25.0000000,,Non-Critical (Standard)
,cminaya,81199,cminaya,2024-03-11T00:06:06.2500000,0.93750000000000011,Administration,,2024-03-18T09:16:40.0000000,,
,cminaya,82292,cminaya,2024-03-14T16:30:46.1170000,0.0625,IT Services - Managed Services,2024-03-20T09:15:04.0930000,2024-04-04T12:52:39.0000000,2024-03-25T00:00:00.0000000,Non-Critical (Standard)
,cminaya,82292,frodriguez,2024-03-14T16:30:46.1170000,0.0625,IT Services - Managed Services,2024-03-20T09:15:04.0930000,2024-04-04T12:52:39.0000000,2024-03-25T00:00:00.0000000,Non-Critical (Standard)
,cminaya,82298,cminaya,2024-03-15T09:09:52.7630000,0.09375,IT Services - Managed Services,2024-03-20T10:30:04.2870000,2024-04-02T15:10:31.0000000,2024-03-26T00:00:00.0000000,Non-Critical (Standard)
,cminaya,82335,cminaya,2024-03-18T00:06:07.0500000,0.84375000000000011,Administration,,2024-03-26T16:33:57.0000000,,
,cminaya,82381,cminaya,2024-03-19T14:33:38.2170000,0.16666666666666666,IT Services - Laptop,,2024-03-26T15:30:05.0000000,,Non-Critical (Standard)
,cminaya,82381,jzuniga,2024-03-19T14:33:38.2170000,0.16666666666666666,IT Services - Laptop,,2024-03-26T15:30:05.0000000,,Non-Critical (Standard)
,cminaya,82392,cminaya,2024-03-20T10:05:22.2670000,0.03125,IT Services - Cloud,,2024-03-20T10:25:21.0000000,,Non-Critical (Standard)
,cminaya,82403,cminaya,2024-03-20T15:41:26.6500000,0.03125,IT Services - Laptop,,2024-03-26T14:34:11.0000000,,Non-Critical (Standard)
,cminaya,82403,jzuniga,2024-03-20T15:41:26.6500000,0.03125,IT Services - Laptop,,2024-03-26T14:34:11.0000000,,Non-Critical (Standard)
,cminaya,82413,cminaya,2024-03-21T10:26:01.4030000,0.25000000000000006,IT Services - Telecom,,2024-03-29T11:21:42.0000000,2024-03-21T00:00:00.0000000,Non-Critical (Standard)
,cminaya,82456,cminaya,2024-03-25T00:06:07.4000000,0.85416666666666674,Administration,,2024-04-01T10:45:32.0000000,,
,cminaya,82472,cminaya,2024-03-25T11:53:59.7630000,0.010416666666666666,IT Services - Hardware,,2024-03-26T14:27:07.0000000,,Non-Critical (Standard)
,cminaya,82473,cminaya,2024-03-25T11:56:45.3900000,0.052083333333333329,IT Services - Laptop,,2024-04-03T10:51:02.0000000,,Non-Critical (Standard)
,cminaya,82473,gbowens,2024-03-25T11:56:45.3900000,0.052083333333333329,IT Services - Laptop,,2024-04-03T10:51:02.0000000,,Non-Critical (Standard)
,cminaya,82474,cminaya,2024-03-25T11:58:42.7800000,0.15625,IT Services - Laptop,,2024-04-02T15:07:18.0000000,,Non-Critical (Standard)
,cminaya,82504,cminaya,2024-03-27T09:15:43.8130000,0.5,IT Services - Hardware,2024-04-15T17:15:05.0500000,2024-04-15T17:15:05.3170000,,Non-Critical (Standard)
,cminaya,82504,EscalationRule,2024-03-27T09:15:43.8130000,0.5,IT Services - Hardware,2024-04-15T17:15:05.0500000,2024-04-15T17:15:05.3170000,,Non-Critical (Standard)
,cminaya,82504,jzuniga,2024-03-27T09:15:43.8130000,0.5,IT Services - Hardware,2024-04-15T17:15:05.0500000,2024-04-15T17:15:05.3170000,,Non-Critical (Standard)
,cminaya,82568,cminaya,2024-04-01T00:06:12.5100000,0.89583333333333326,Administration,,2024-04-08T13:46:00.0000000,,
,cminaya,82588,cminaya,2024-04-01T12:46:22.8900000,0.10416666666666667,IT Services - Telecom,,2024-04-02T15:13:23.0000000,,Non-Critical (Standard)
,cminaya,82588,frodriguez,2024-04-01T12:46:22.8900000,0.10416666666666667,IT Services - Telecom,,2024-04-02T15:13:23.0000000,,Non-Critical (Standard)
,cminaya,82588,jshearin,2024-04-01T12:46:22.8900000,0.10416666666666667,IT Services - Telecom,,2024-04-02T15:13:23.0000000,,Non-Critical (Standard)
,cminaya,82631,cminaya,2024-04-04T09:53:14.2930000,0.10416666666666666,IT Services - Hardware,,2024-04-09T23:27:54.0000000,,Non-Critical (Standard)
,cminaya,82631,frodriguez,2024-04-04T09:53:14.2930000,0.10416666666666666,IT Services - Hardware,,2024-04-09T23:27:54.0000000,,Non-Critical (Standard)
,cminaya,82678,cminaya,2024-04-08T00:06:10.9900000,0.52083333333333337,Administration,,2024-04-15T17:19:16.0000000,,
,cminaya,82713,admin,2024-04-10T09:41:01.2170000,0.14583333333333331,IT Services - Laptop,2024-04-11T19:00:04.8400000,2024-04-11T19:00:05.0300000,2024-04-10T00:00:00.0000000,Critical
,cminaya,82713,cminaya,2024-04-10T09:41:01.2170000,0.14583333333333331,IT Services - Laptop,2024-04-11T19:00:04.8400000,2024-04-11T19:00:05.0300000,2024-04-10T00:00:00.0000000,Critical
,cminaya,82713,EscalationRule,2024-04-10T09:41:01.2170000,0.14583333333333331,IT Services - Laptop,2024-04-11T19:00:04.8400000,2024-04-11T19:00:05.0300000,2024-04-10T00:00:00.0000000,Critical
,gramsey,80148,jzuniga,2024-01-08T11:01:56.5570000,0,IT Services - Network,,2024-01-22T09:10:08.0000000,2024-01-10T00:00:00.0000000,
,gramsey,80149,gramsey,2024-01-08T11:07:27.9400000,0.125,IT Services - Network,,2024-01-13T21:32:48.0000000,2024-01-11T00:00:00.0000000,Critical
,gramsey,80151,gramsey,2024-01-08T11:09:28.3670000,0.125,IT Services - Network,,2024-01-13T19:26:59.0000000,2024-01-11T00:00:00.0000000,Critical
,gramsey,80152,EscalationRule,2024-01-08T11:15:00.7430000,0.125,IT Services - Network,2024-01-13T11:15:04.2970000,2024-01-15T08:50:10.0000000,2024-01-12T00:00:00.0000000,Critical
,gramsey,80152,gramsey,2024-01-08T11:15:00.7430000,0.125,IT Services - Network,2024-01-13T11:15:04.2970000,2024-01-15T08:50:10.0000000,2024-01-12T00:00:00.0000000,Critical
,gramsey,80153,admin,2024-01-08T11:21:00.0270000,0,IT Services - Network,,2024-01-09T17:01:57.0000000,2024-01-10T00:00:00.0000000,Critical
,gramsey,80405,gramsey,2024-01-22T10:56:45.3400000,0.125,IT Services - Network,,2024-01-28T17:56:06.0000000,2024-01-25T00:00:00.0000000,Critical
,gramsey,80407,EscalationRule,2024-01-22T11:13:08.1500000,0.125,IT Services - Network,2024-01-27T11:15:04.9670000,2024-01-28T17:53:09.0000000,2024-01-25T00:00:00.0000000,Critical
,gramsey,80407,gramsey,2024-01-22T11:13:08.1500000,0.125,IT Services - Network,2024-01-27T11:15:04.9670000,2024-01-28T17:53:09.0000000,2024-01-25T00:00:00.0000000,Critical
,gramsey,80408,EscalationRule,2024-01-22T11:18:00.7930000,0.125,IT Services - Network,2024-01-27T11:30:04.8330000,2024-01-28T17:58:00.0000000,2024-01-26T00:00:00.0000000,Critical
,gramsey,80408,gramsey,2024-01-22T11:18:00.7930000,0.125,IT Services - Network,2024-01-27T11:30:04.8330000,2024-01-28T17:58:00.0000000,2024-01-26T00:00:00.0000000,Critical
,gramsey,80418,gramsey,2024-01-22T13:50:20.0570000,0.125,IT Services - Network,,2024-01-28T18:00:20.0000000,2024-01-24T00:00:00.0000000,
,gramsey,80653,gramsey,2024-02-06T15:25:10.4130000,0.125,IT Services - Network,,2024-02-08T15:55:01.0000000,2024-02-07T00:00:00.0000000,
,gramsey,80654,gramsey,2024-02-06T15:31:30.6670000,0.125,IT Services - Network,,2024-02-11T20:21:35.0000000,2024-02-08T00:00:00.0000000,Critical
,gramsey,80655,gramsey,2024-02-06T15:32:43.6730000,0.125,IT Services - Network,,2024-02-11T20:20:23.0000000,2024-02-08T00:00:00.0000000,Critical
,gramsey,80656,gramsey,2024-02-06T15:40:11.6430000,0.125,IT Services - Network,,2024-02-11T11:06:12.0000000,2024-02-09T00:00:00.0000000,Critical
,gramsey,80855,gramsey,2024-02-19T09:34:41.6730000,0.125,IT Services - Network,,2024-02-22T13:52:49.0000000,2024-02-21T00:00:00.0000000,
,gramsey,80856,gramsey,2024-02-19T09:39:14.7470000,0.125,IT Services - Network,,2024-02-22T14:01:37.0000000,2024-02-22T00:00:00.0000000,Critical
,gramsey,80858,gramsey,2024-02-19T09:54:49.2900000,0.125,IT Services - Network,,2024-02-22T13:55:42.0000000,2024-02-22T00:00:00.0000000,Critical
,gramsey,80859,frodriguez,2024-02-19T09:59:41.5030000,0.125,IT Services - Network,,2024-02-22T13:59:44.0000000,2024-02-21T00:00:00.0000000,Critical
,gramsey,80859,gramsey,2024-02-19T09:59:41.5030000,0.125,IT Services - Network,,2024-02-22T13:59:44.0000000,2024-02-21T00:00:00.0000000,Critical
,gramsey,81123,gramsey,2024-03-05T16:59:04.4330000,0.125,IT Services - Network,,2024-03-07T12:35:18.0000000,2024-03-06T00:00:00.0000000,
,gramsey,81124,gramsey,2024-03-05T17:00:52.9830000,0.125,IT Services - Network,,2024-03-07T12:36:54.0000000,2024-03-07T00:00:00.0000000,Critical
,gramsey,81125,gramsey,2024-03-05T17:05:48.3600000,0.125,IT Services - Network,,2024-03-10T16:37:17.0000000,2024-03-07T00:00:00.0000000,Critical
,gramsey,81126,frodriguez,2024-03-05T17:09:52.9630000,0.125,IT Services - Network,2024-03-16T12:00:03.9600000,2024-03-18T06:17:11.0000000,2024-03-11T00:00:00.0000000,Critical
,gramsey,81126,gramsey,2024-03-05T17:09:52.9630000,0.125,IT Services - Network,2024-03-16T12:00:03.9600000,2024-03-18T06:17:11.0000000,2024-03-11T00:00:00.0000000,Critical
,gramsey,82345,gramsey,2024-03-18T08:47:58.0000000,0.125,IT Services - Network,,2024-03-21T22:32:27.0000000,2024-03-20T00:00:00.0000000,
,gramsey,82346,gramsey,2024-03-18T08:53:01.3930000,0.125,IT Services - Network,,2024-03-21T23:13:21.0000000,2024-03-21T00:00:00.0000000,Critical
,gramsey,82347,gramsey,2024-03-18T08:53:41.0230000,0.125,IT Services - Network,,2024-03-21T22:31:49.0000000,2024-03-21T00:00:00.0000000,Critical
,gramsey,82348,gramsey,2024-03-18T08:57:42.0030000,0.125,IT Services - Network,,2024-03-23T06:21:08.0000000,2024-03-22T00:00:00.0000000,Critical
,gramsey,82582,gramsey,2024-04-01T09:30:06.8870000,0.125,IT Services - Network,,2024-04-06T16:56:46.0000000,2024-04-03T00:00:00.0000000,
,gramsey,82583,gramsey,2024-04-01T09:33:59.2730000,0.125,IT Services - Network,,2024-04-06T16:54:30.0000000,2024-04-04T00:00:00.0000000,Critical
,gramsey,82584,gramsey,2024-04-01T09:34:52.8200000,0.125,IT Services - Network,,2024-04-06T16:59:25.0000000,2024-04-04T00:00:00.0000000,Critical
,gramsey,82585,EscalationRule,2024-04-01T09:38:16.7830000,0.125,IT Services - Network,2024-04-06T09:45:03.8670000,2024-04-06T16:52:46.0000000,2024-04-05T00:00:00.0000000,Critical
,gramsey,82585,gramsey,2024-04-01T09:38:16.7830000,0.125,IT Services - Network,2024-04-06T09:45:03.8670000,2024-04-06T16:52:46.0000000,2024-04-05T00:00:00.0000000,Critical
,gramsey,82785,gramsey,2024-04-15T15:23:40.3670000,0.125,IT Services - Network,,2024-04-19T12:12:19.0000000,2024-04-17T00:00:00.0000000,
,gramsey,82786,gramsey,2024-04-15T15:27:30.4600000,0.125,IT Services - Network,,2024-04-19T12:14:56.0000000,2024-04-18T00:00:00.0000000,Critical
,gramsey,82787,gramsey,2024-04-15T15:27:57.2900000,0.125,IT Services - Network,,2024-04-19T12:15:54.0000000,2024-04-18T00:00:00.0000000,Critical
,gramsey,82788,EscalationRule,2024-04-15T15:30:49.1100000,0.125,IT Services - Network,2024-04-20T15:45:04.4800000,2024-04-21T07:21:31.0000000,2024-04-19T00:00:00.0000000,Critical
,gramsey,82788,gramsey,2024-04-15T15:30:49.1100000,0.125,IT Services - Network,2024-04-20T15:45:04.4800000,2024-04-21T07:21:31.0000000,2024-04-19T00:00:00.0000000,Critical
,gramsey,83002,gramsey,2024-04-30T09:40:13.8200000,0.125,IT Services - Network,,2024-05-01T21:34:21.0000000,2024-05-01T00:00:00.0000000,
,gramsey,83003,gramsey,2024-04-30T09:41:59.7300000,0.125,IT Services - Network,,2024-05-05T17:07:19.0000000,2024-05-02T00:00:00.0000000,Critical
,gramsey,83004,gramsey,2024-04-30T09:44:33.5030000,0.125,IT Services - Network,,2024-05-01T21:33:14.0000000,2024-05-02T00:00:00.0000000,Critical
,gramsey,83005,gramsey,2024-04-30T09:48:51.0770000,0.125,IT Services - Network,,2024-05-04T18:15:23.0000000,2024-05-03T00:00:00.0000000,Critical
